author,followers_raw,author_followers,score,verdict,reach_median,likes,retweets,engagement,rel_amp,tweet
KimKardashian,48000000,142,8,Likely to fizzle,190,3473,457,4387.0,0.577,International shipping now added!!! https://t.co/qgYHwfh4tl
YouTube,60000000,144,4,Likely to fizzle,144,1327,303,1933.0,1.418,The story behind the internet’s favorite baboons → https://t.co/s8mB5ZPoAs https://t.co/rUNJqfefBh
jimmyfallon,42000000,140,62,Has legs,807,401,39,479.0,0.215,“@Freak2524: @jimmyfallon What's your favourite movie ?” City For Conquest
taylorswift13,83000000,147,4,Likely to fizzle,147,14068,9459,32986.0,1.053,Good morning. http://t.co/76vGUI2NnP
cnnbrk,25000000,134,4,Likely to fizzle,140,2887,1498,5883.0,4.266,Chicago Cubs defeat L.A. Dodgers 5-0 to win NLCS and advance to their first World Series since 1945.… https://t.co/7tTDY
taylorswift13,83000000,147,28,Limited spread,339,14369,16212,46793.0,1.494,"So....
""Sweeter Than Fiction"" will be available at iTunes TONIGHT at midnight!  @onechancemovie"
cnnbrk,25000000,134,3,Likely to fizzle,134,580,174,928.0,0.672,.@BarackObama's #DemsInPhilly speech to focus heavily on @HillaryClinton's record. https://t.co/imAswFtQXI https://t.co/
Twitter,55000000,143,4,Likely to fizzle,143,972,263,1498.0,1.428,Celebrate National Park Week and #FindYourPark with Tweets from participating US parks: https://t.co/mNwR4CmhqE https://
ladygaga,64000000,145,4,Likely to fizzle,145,4703,3430,11563.0,1.008,Queen👑 http://t.co/tGaeZNVFLW
justinbieber,91000000,148,4,Likely to fizzle,148,37777,27769,93315.0,0.658,proud of you @carlyraejepsen.. album is incredible. congrats http://t.co/hisIosgVv3 http://t.co/CTy4gG3HWL
cnnbrk,25000000,134,3,Likely to fizzle,134,365,241,847.0,0.614,"Trump won't wait to build a wall. ""Whether it's a tax or if it's a payment,"" Mexico will reimburse us, he says. https://"
selenagomez,45000000,141,4,Likely to fizzle,141,12579,8313,29205.0,1.601,Woke up with a cold 😒 my day. http://t.co/GYt7reyf2D
shakira,42000000,140,4,Likely to fizzle,140,3966,1144,6254.0,2.599,#TBT from Shak's July 2013 @ELLEmagazine cover shoot / El #TBT es esta foto de la revista Elle de Julio 2013 ShakHQ http
KimKardashian,48000000,142,4,Likely to fizzle,142,12375,2713,17801.0,2.342,Still fits... https://t.co/l7N7NjCeyP
YouTube,60000000,144,30,Limited spread,352,12,3,18.0,0.013,@edepot Only 17 years and 2 months until she can cast her first vote! Until then .... BAA BAA right back at ya! #voteIRL
shakira,42000000,140,29,Limited spread,345,2495,1025,4545.0,1.889,"(2/2) I'll be singing a brand new song for the movie called ""Try Everything""! Shak"
taylorswift13,83000000,147,4,Likely to fizzle,147,32942,10199,53340.0,1.703,"Tonight @KeithUrban played ""John Cougar, John Deere, John 3:16"" in Toronto with us!! Here's a pic from sound check: http"
ArianaGrande,42000000,140,10,Likely to fizzle,197,8939,2667,14273.0,0.355,@IetarianaIive .
shakira,42000000,140,19,Likely to fizzle,257,4604,923,6450.0,2.681,Muchas gracias por todas las felicitaciones y mensajes que nos mandaron ayer por el cumple de Sasha!
Cristiano,52000000,142,4,Likely to fizzle,142,3395,4522,12439.0,2.744,Training for tomorrow’s match against Malaga. http://t.co/krIOtJQwe8
TheEllenShow,65000000,145,10,Likely to fizzle,208,13264,4955,23174.0,3.989,"The world premiere of the new Finding Dory trailer is Wednesday! Did I mention it’s gonna be on my show? Cause it is
ht"
KimKardashian,48000000,142,7,Likely to fizzle,169,8698,1693,12084.0,1.59,#FBF COMPLEX SHOOT 2009 love this shoot so much had to post about it twice this week http://t.co/Tje29EzBAN
selenagomez,45000000,141,4,Likely to fizzle,141,5104,6118,17340.0,0.95,Just posted a photo http://t.co/TMDej4ieEx
instagram,45000000,141,4,Likely to fizzle,141,787,150,1087.0,0.798,.@JessGlynne is taking over our story today from @vfestival! 🔥 See the rest ➡️ https://t.co/0ZMkk1j23w https://t.co/eNEa
YouTube,60000000,144,4,Likely to fizzle,144,2486,472,3430.0,2.513,Memes are everywhere and @yuyacst wants to catch ‘em all! https://t.co/EDdnrjD0gu #YouTubeRewind https://t.co/U9pJf9cfWR
KimKardashian,48000000,142,54,Has legs,657,1016,255,1526.0,0.201,@ChantelJeffries thank you for doing this! Can't wait for everyone to see it! Xo
KimKardashian,48000000,142,4,Likely to fizzle,142,4603,610,5823.0,0.765,So excited to have Balmain’s Spring/Summer 2016 collection in the #KimKardashianGame! https://t.co/snIpN4FoEO
ladygaga,64000000,145,4,Likely to fizzle,145,10328,4853,20034.0,1.746,https://t.co/xJWWSwcDFX
jimmyfallon,42000000,140,27,Limited spread,329,2516,489,3494.0,1.566,“@TimTebow: @DanieHilbert Happy Birthday Champ! ...sorry I am a little late. #worstbirthdayever” Ha. Respect.
ddlovato,41000000,140,4,Likely to fizzle,140,27460,20531,68522.0,2.106,"Excited to nominate you guys, my #Lovatics for the 2017 #BestFanArmy award at the #iHeartAwards!! RT and share to v… htt"
britneyspears,36000000,138,38,Limited spread,470,654,271,1196.0,0.313,@spe4rsgmez Hehe me too!! 💃💃😘
selenagomez,45000000,141,4,Likely to fizzle,141,9524,13339,36202.0,1.985,"""it feels like a perfect night...""  http://t.co/d9tFKM3s"
rihanna,59000000,144,4,Likely to fizzle,144,1003,1407,3817.0,0.596,Casually bawsin' #DWT #tourlife #buslife #phuckyolife #rugcostmorethanyolacefront http://t.co/Mm1lnKKZky
katyperry,95000000,149,4,Likely to fizzle,149,11227,7472,26171.0,1.826,"One of the most beautiful, vulnerable, REAL things I have ever seen, spoken like a proverb @Beyonce http://t.co/4aYt0CZ7"
jimmyfallon,42000000,140,27,Limited spread,341,3722,2310,8342.0,3.739,.@CanadiensMTL I will contact you shortly with my demands. Never bet against New York. #GoRangers #StanleyCup #youppiona
Cristiano,52000000,142,7,Likely to fizzle,171,54,104,262.0,0.058,Tengo la suerte de tener a los fans que hablan muchos idiomas. @enriquenerd @Cristiano abla al español para tus fans que
rihanna,59000000,144,4,Likely to fizzle,144,742,1076,2894.0,0.452,Eat Ice cream like a #bratbitch .... How I spent my minutes between my perm and my big chop for #Unapologeti http://t.co
shakira,42000000,140,4,Likely to fizzle,140,1338,769,2876.0,1.195,"Aquí les dejamos con un adelanto del nuevo comercial de #RockByShakira, la nueva fragancia de Shak. 
ShakHQ https://t.c"
Cristiano,52000000,142,4,Likely to fizzle,142,29658,46724,123106.0,27.158,Great fans lead to great moments. Thank you!  #BallondOr2013 http://t.co/V0nAR3pcfA
YouTube,60000000,144,15,Likely to fizzle,230,31,2,35.0,0.026,@andyyto That's 31 more videos than a lot of people made. Congrats!
britneyspears,36000000,138,14,Likely to fizzle,234,104,62,228.0,0.06,@QualityLana Xo! #7DaysTillBritneyJean
ladygaga,64000000,145,19,Likely to fizzle,243,2002,1140,4282.0,0.373,@GagaPerfection we keep anything and everything and send it to a giant volt in Hollywood. I have it :)
jimmyfallon,42000000,140,4,Likely to fizzle,140,338,163,664.0,0.297,Tonight's Late Night http://t.co/TnEU26hbKc The Piercing
selenagomez,45000000,141,4,Likely to fizzle,141,10421,6535,23491.0,1.288,Just posted a photo http://t.co/l0lKpvrAoL
jimmyfallon,42000000,140,5,Likely to fizzle,160,1104,247,1598.0,0.716,|LIVE NOW| Happy St. Patrick's Day. #meerkat http://t.co/6TCMoXqWYt
KimKardashian,48000000,142,4,Likely to fizzle,142,22814,4847,32508.0,4.277,Shhhhh were in St. Barth's http://t.co/Z3zWU7Yngc
cnnbrk,25000000,134,3,Likely to fizzle,134,1332,838,3008.0,2.181,Newborn kidnapped from Florida hospital 18 years ago found alive in South Carolina. https://t.co/JwXWLmZrOV https://t.co
jimmyfallon,42000000,140,58,Has legs,808,2930,1220,5370.0,2.407,What a game! What a game!! What a game!! Rangers/Kings OT on NBC. #STANLEYCUP
justinbieber,91000000,148,22,Likely to fizzle,279,16732,14977,46686.0,0.329,@bloodpop smile. @Skrillex is dancing #SORRY
selenagomez,45000000,141,4,Likely to fizzle,141,109945,51673,213291.0,11.696,Vibes https://t.co/jS6olju6s2
YouTube,60000000,144,42,Limited spread,493,15,1,17.0,0.012,"@smalls485 @lizakoshy You can do it, Molly!"
jtimberlake,41000000,140,13,Likely to fizzle,207,6128,1553,9234.0,3.41,I can never express into words how you will continue to inspire me... Thank you for showing a… https://t.co/Fn2Vmk0iRe
britneyspears,36000000,138,19,Likely to fizzle,247,211,111,433.0,0.113,@jauregunit Cool!
BarackObama,78000000,147,4,Likely to fizzle,147,984,585,2154.0,0.611,"Raising the wage, equal pay for equal work, reining in student loan debt—go #OnTheRecord in support of action: http://t."
YouTube,60000000,144,15,Likely to fizzle,233,1258,224,1706.0,1.25,"@pewdiepie If they don't watch #YouTubeRewind, you can brofist pugs at them."
rihanna,59000000,144,16,Likely to fizzle,254,18919,7969,34857.0,5.45,watch the full #SLEDGEHAMMERVIDEO from @StarTrekMovie on @VEVO and @TIDALHiFi! NOW! 🔨🖖⚓ https://t.co/lrPr0mEDoE
instagram,45000000,141,14,Likely to fizzle,235,1048,179,1406.0,1.033,Can you spot the face in these fireworks? #WHPilluminate https://t.co/DOeFvCIBW4
instagram,45000000,141,5,Likely to fizzle,162,863,139,1141.0,0.837,"This grandpa’s drawings connect his family around the world
https://t.co/HDhEofu6fP"
KimKardashian,48000000,142,12,Likely to fizzle,205,4611,762,6135.0,0.806,Coming soon: The most lit girls' night EVER!!! https://t.co/CIP0FJaEU6
TheEllenShow,65000000,145,4,Likely to fizzle,145,1406,337,2080.0,0.358,"What you want. Baby, they’ve got it. http://t.co/49wl2XZfjI"
justinbieber,91000000,148,4,Likely to fizzle,148,63124,47060,157244.0,1.109,bts of the #whatdoyoumean video. #mycalvins @calvinklein http://t.co/ZYPPx98ZFt
jimmyfallon,42000000,140,10,Likely to fizzle,222,307,129,565.0,0.253,"Tonight on the show: @kevin_nealon, Oscar nominee @Lupita_Nyongo &amp; music from @dianebirch. Plus, Darts of Insanity r"
ddlovato,41000000,140,16,Likely to fizzle,234,10310,5859,22028.0,0.675,I loveeeeee this!!! https://t.co/aNx8NgoHNB
KimKardashian,48000000,142,4,Likely to fizzle,153,6626,796,8218.0,1.081,Helicopter on our way to a glacier! @SimonHuck @kourtneykardash https://t.co/e30xuuRAse
ladygaga,64000000,145,24,Likely to fizzle,295,3157,1877,6911.0,0.602,"I love this arrangement so much. I Can't Give You Anything But Love. What a moment this is for me personally, I'm so gra"
TheEllenShow,65000000,145,4,Likely to fizzle,151,269,44,357.0,0.061,@IamJohnOliver just proved why he’s one of the 25 sexiest celebrities. https://t.co/ztu6Epj2lX
ArianaGrande,42000000,140,87,Viral potential,1000,50596,32251,115098.0,2.869,HAPPY BEST DAY OF THE YEAR EVERYONE ✨👻 ♡😈
rihanna,59000000,144,5,Likely to fizzle,160,16006,8247,32500.0,5.082,Ain't nobody better than me and my Jhat http://t.co/C36ldjB8Di
instagram,45000000,141,9,Likely to fizzle,186,1409,380,2169.0,1.593,"""What people say about you isn't your reality. You are beautiful."" –@Elliebae22 #VisibleMe https://t.co/jRGl53HbUz"
jimmyfallon,42000000,140,5,Likely to fizzle,153,2548,323,3194.0,1.432,Glad to be back on the air tonight. Brand new show! https://t.co/TP0zPCrHNg #FallonTonight
YouTube,60000000,144,4,Likely to fizzle,144,2337,498,3333.0,2.442,This snowflake is the only one of its kind. Trip out on that! https://t.co/LZZixV5hYL https://t.co/iA9moveojT
KimKardashian,48000000,142,18,Likely to fizzle,243,5356,721,6798.0,0.893,hahahaha @khloekardashian saying my moms coat looked like a sesame street character!
ArianaGrande,42000000,140,28,Limited spread,342,17630,8410,34450.0,0.858,"welcome to the honeymoon tour @whoisfancy !!! happy opening night!! I adore you &amp; that voice, thank you for sharing "
ArianaGrande,42000000,140,27,Limited spread,325,20464,10005,40474.0,1.009,HAHHAHAHA @LIZGILLIES OOPS
rihanna,59000000,144,28,Limited spread,325,8558,4359,17276.0,2.701,.@VALLINIAndre @fhollande This is great news! Looking forward to it!
rihanna,59000000,144,4,Likely to fizzle,144,1168,1873,4914.0,0.768,#UNAPOLOGETIC #PHRESH #NEW #EXCLUSIVE #PROMO #SHOT me and my faves in hand #Kate #Vogue http://t.co/kcwSKT8H
katyperry,95000000,149,4,Likely to fizzle,151,6409,3968,14345.0,1.001,Let's start the 10 day countdown with a little couture maisonvalentino  #theprismaticworldtour http://t.co/G0PwJi2qmH
ladygaga,64000000,145,14,Likely to fizzle,218,2721,888,4497.0,0.392,@NicoSlaysYou it's means my body's got u pleadin and u light me up &amp; breath in u 👀 up and see a wild view in that mi
TheEllenShow,65000000,145,4,Likely to fizzle,145,1981,798,3577.0,0.615,I need to get an unlisted number. @Adele https://t.co/Nvq01rOx1x
britneyspears,36000000,138,60,Has legs,732,244,152,548.0,0.143,@ItsROfficial Your background is hilarious
Cristiano,52000000,142,4,Likely to fizzle,142,19194,4278,27750.0,6.122,"Enjoying being back in training in my latest gear. 
Get the @NikeFootball Strike Series: https://t.co/vvAeu4R5vl https:"
selenagomez,45000000,141,41,Limited spread,453,208,745,1698.0,0.093,@BrandonSmithCEO Aw haha thank you! I'll come by!!
KimKardashian,48000000,142,4,Likely to fizzle,142,6458,1219,8896.0,1.17,"In Paris a few days,who else will eat my fav foods w me then have pregnancy wardrobe fittings! @olivier_rousteing xo htt"
KimKardashian,48000000,142,40,Limited spread,494,5295,774,6843.0,0.9,Live streaming in a sec! You guys are gonna die when you see my Christmas pressies!!!!
ArianaGrande,42000000,140,4,Likely to fizzle,150,41420,23990,89400.0,2.228,congrats ladies @LittleMix !!! 🚺🚺🚺🚺 #ShoutoutToMyEx https://t.co/nQuSoKAZMg i can't wait to see y'all perform it at our 
katyperry,95000000,149,16,Likely to fizzle,253,1379,1662,4703.0,0.328,Any minute now!!! “@steven_drum: I wanna know why the song samples are at 100% but it's still locked... #katynow @katype
YouTube,60000000,144,4,Likely to fizzle,144,1016,189,1394.0,1.021,"Sending major congrats out to #ARIAs #AlbumOfTheYear winner, @flumemusic. You’re killing it, man! 👏 👏 👏… https://t.co/Lr"
rihanna,59000000,144,4,Likely to fizzle,144,11648,6155,23958.0,3.746,#W #BALMAIN @Wmag @NaomiCampbell @The_Real_IMAN  Olivier Rousteing http://t.co/aMqXY81OHo
ladygaga,64000000,145,4,Likely to fizzle,145,3368,2261,7890.0,0.687,"We didn't have a lot of time to take pictures I was very busy, but we had a marvelous time tonight at… http://t.co/QWoER"
BarackObama,78000000,147,4,Likely to fizzle,147,1750,1180,4110.0,1.166,"Our economy added 295,000 jobs last month—that's a record 60 consecutive months of private-sector job growth: http://t.c"
katyperry,95000000,149,14,Likely to fizzle,224,5030,2993,11016.0,0.768,NEW pre-sales for ALL OZ SHOWS are starting right now! Get passwords here: https://t.co/HdfREnWmLe #PRISMATICWORLDTOUR
ladygaga,64000000,145,4,Likely to fizzle,145,5114,2833,10780.0,0.939,This is just about the coolest things I ever saw. It feels good to know how many of my friends and… https://t.co/AD3aRKq
TheEllenShow,65000000,145,4,Likely to fizzle,145,5150,500,6150.0,1.059,"My friend @TedDanson was here for the first time in four years. He would've been here sooner, but he took Uber Pool. htt"
selenagomez,45000000,141,4,Likely to fizzle,141,2186,4787,11760.0,0.644,Love from Benzo and me :) http://t.co/iTEh4jEH http://t.co/WcvOENJi
rihanna,59000000,144,4,Likely to fizzle,144,774,901,2576.0,0.402,"Welcome to your BIRTHDAY evan_erogers  Happy birthday, my phuckin awesome brother and camera killa… http://t.co/FDhHTdDT"
ArianaGrande,42000000,140,4,Likely to fizzle,140,31303,9874,51051.0,1.273,Tonight is the night #hairspraylive 8/7c on nbc ♡ 📺I'm so proud of my friends and of everyone… https://t.co/SRHJojSMcM
ArianaGrande,42000000,140,4,Likely to fizzle,140,12589,4868,22325.0,0.556,🌨 https://t.co/I95YoRFgyN
Cristiano,52000000,142,4,Likely to fizzle,142,27447,4086,35619.0,7.858,Lunch time 👍🏼👌🏼 https://t.co/iPAJitxQAI
katyperry,95000000,149,17,Likely to fizzle,253,6554,3326,13206.0,0.921,"I got you a cryo sleeping bag for Christmas, u are gonna have the best nap of ur lyfe dawg @sofifii #nappingisanartform"
justinbieber,91000000,148,11,Likely to fizzle,219,44141,28475,101091.0,0.713,Chicago get ready. #EveningWithJB #purpose
taylorswift13,83000000,147,4,Likely to fizzle,147,16597,8136,32869.0,1.049,"Maybe I'm being overly sensitive here but this seems kind of mean.
#shakeitoff http://t.co/Jb4yNfVb5b"
shakira,42000000,140,4,Likely to fizzle,140,796,577,1950.0,0.808,"Such a blast shooting the @ELLEmagazine cover with you guys @mrjoezee &amp; Carter Smith! Big kiss, Shak http://t.co/ORH"
jimmyfallon,42000000,140,9,Likely to fizzle,193,4844,528,5900.0,2.645,"Yo, @russellcrowe! I know how much this means to you. Thank you so much. https://t.co/5tQmPIBvo6"
TheEllenShow,65000000,145,5,Likely to fizzle,150,2394,312,3018.0,0.519,I lost an hour! https://t.co/iBPwLTrXfZ https://t.co/xVY4RqJaV5
justinbieber,91000000,148,4,Likely to fizzle,148,57902,47731,153364.0,1.082,Can't wait to get back on the road. Pre-order the new album to get early access to tix http://t.co/OhPlbQuGkW http://t.c
KimKardashian,48000000,142,67,Has legs,966,273,37,347.0,0.046,@KrazyForKardash love this!
jtimberlake,41000000,140,29,Limited spread,336,4575,739,6053.0,2.235,"Los Angeles... My boys, @theshadowboxers are playing Hotel Cafe tomorrow night at 8 pm. GO SEE THEM. You will not be dis"
ArianaGrande,42000000,140,4,Likely to fizzle,140,23956,8956,41868.0,1.044,sweet babes https://t.co/I9yK3BlIO6
ddlovato,41000000,140,42,Limited spread,487,12626,5583,23792.0,0.729,Thank you so much @KChenoweth!! 💗💗💗
KimKardashian,48000000,142,9,Likely to fizzle,199,87577,37294,162165.0,21.335,Step up in this bitch like!!!!! https://t.co/lXIqxH5ffd
